movie_id,movie_name,description,true_genre,predicted_genre,prob_action,prob_horror,prob_romance
tt14842196,Thanda,the story involves people from different floors of a building handling different kinds of stories in every flat its the summer-time and everyone's suffering from the humid heat of dhaka,action,romance,0.05966847,0.19213912,0.7481924
tt6680096,Codename Vasquez,the doctor is alone in the world--he is the last man on the planet as he longs for his wife he realizes that a greater threat awaits that needs to be exterminated,horror,action,0.5671619,0.10641611,0.32642198
tt1100022,Tomie vs Tomie,a young depressed man is trying to move on with his life after his girlfriend's bizarre death one day a mysterious woman notices him at work and convinces his coworkers to introduce him to her,horror,romance,0.049250666,0.29320896,0.65754044
tt3477950,Akhirat,akhirat is a copy of the black ink scribbles that surround the life of a holy woman mira (vanidah imran) because of the greed of evil people as a result of the unfortunate tragedy,action,horror,0.15762025,0.650616,0.19176376
tt23724408,Molecule Man,owen reece was a weak shy boy in brooklyn new york who obsessively clung to his mother,action,horror,0.105074614,0.5453795,0.3495458
tt1958053,Changing Hearts,a modern prodigal son story starring brian mcnamara daphne zuniga and brad johnson james reed quite content with his current life reluctantly returns home to the family business a,romance,action,0.76695204,0.10042109,0.13262682
tt0058264,Kiss Me Quick!,sterilox asexual ambassador from a distant planet comes down to earth in search of feminine breeding stock a mad scientist treats the alien to dancing sex robots,horror,action,0.6229629,0.06961543,0.3074217
tt0430282,Lakhan,lakhan is a vagabond who falls in love with kirti but when she rejects him and treats him badly he decides to give her a taster of her own medicine,action,romance,0.004611513,0.0027821914,0.9926063
tt0087657,Le Léopard,a former secret agent who retired and wrote a first novel which tells the eventful adventures of his hero le léopard  comes back to workreluctantly helped by an old maid,action,romance,0.41540772,0.02206577,0.56252646
tt3917512,The Misfits,hunter davis the leader of the group gets the worst news of his lifetime one of his daughters is killed in europe by a radical group of neo nazis as she together with her boyfriend a,action,romance,0.27287728,0.34233293,0.38478985
tt7921118,Mayo,a father and his friend embark on a rescue mission to save the father's son from a neo-nazi compound they will go to the ends of the earth to save the kid but nothing can prepare them for,horror,action,0.9252304,0.031463064,0.04330656
tt3972952,Wildorado,the entwining downfall of two people from vastly different mental states looking for answers and making only the most diabolical choices along the way of a cross country journey,romance,action,0.7261344,0.056730457,0.21713513
tt0247992,Dulhan Hum Le Jayenge,sapna has lost her parents at an early age and lives with her three quirky uncles - bhola nath is a fitness freak prabhu nath is a deeply religious fellow and vicky nath is a disco-savvy,romance,action,0.9591858,0.0099952845,0.030818952
tt6905442,High Voltage,after a lightning strike kills the lead singer of a band she is resurrected with electrifying special abilities,horror,action,0.74788606,0.12986445,0.12224949
tt7341216,Dewar Babu,a relative finds her lost relative after a long time when two thief find about this they portent to be their relative but they stay with forever,romance,horror,0.14727397,0.5504305,0.30229557
tt6968706,Psychic Agents,keitaro is the leader of the masuyama psychic bureau his team and he deploy their special powers to solve riddles and tackle crime atsushi who is one of the psychics comes across aoba,romance,action,0.97393405,0.0061721904,0.019893674
tt0778842,Silent Scream,emma jones is an up and coming actress in hollywood who catches the eye of celebrated film producer roger hardiman he is making a movie about his silent screen legend mother helena,horror,romance,0.05770424,0.050132394,0.8921634
tt7877276,Milosc jest wszystkim,the christmas fever of the december time starts with the arrival of an unusual santa to the city it will be a storm of exceptional events,romance,action,0.45606896,0.15083742,0.39309362
tt10727214,Pirates Down the Street,when pirate family blunderbuss moves to boring sandsborough the neighbors aren't too happy michael and his new pirate friend billy try to get the family to blend in but then archenemy crooked cornelius arrives in town,action,romance,0.23009181,0.09517233,0.6747359
tt2252888,Into the Fire,a former marine who lives life on the edge as a rookie firefighter falls for a divorced woman he rescues but struggles to rescue himself in a mysterious and revealing journey towards self-forgiveness,action,romance,0.13310896,0.020897342,0.8459938
tt0068702,Sonny and Jed,a determined sheriff pursues a robber and his girlfriend and lets nothing get in the way of catching them,action,romance,0.06271814,0.110697046,0.8265849
tt5834760,Look Away,maria an alienated high-school student has her life turned upside down when she switches places with her sinister mirror image,horror,romance,0.0071519963,0.2743378,0.7185102
tt0288324,The Year That Trembled,the year that trembled is a 1970 coming-of-age story set in the shadow of kent state that focuses on a group of young characters facing the vietnam draft lottery,romance,action,0.752,0.049438626,0.19856139
tt26537561,Bull,a grief-stricken alcoholic is befriended by a little girl when tragedy occurs he must choose between his addiction and hunting a man-eating bull shark,action,horror,0.14201468,0.8167892,0.04119611
tt0401234,Dateline Chicago: Arrest the Nurse Killer,based on the horrific 1970's murder of 8 nurses in chicago by richard speck that paralyzed the city of chicago!,action,horror,0.060583144,0.8183862,0.12103067
tt6250438,Fashion Dolls,a sexy action romance love story set in the fashion world,action,romance,0.07776789,0.010942186,0.91128993
tt3838226,The Devil's Revenge Sequel of the Devil's Double,the devil's revenge a sequel of the devil's double movie 'the devil's double' was released to critical acclaim in 2011 the sequel is a thriller based on in true story''the devil's double',action,horror,0.3017919,0.6758226,0.022385478
tt7543072,Love Shot,a hitman in koreatown meets a karaoke hostess only to find out she is his next target,romance,action,0.93596125,0.015095424,0.048943326
tt3073898,108 Stitches,with the longest losing streak in baseball history and a university determined to disband them a team of misfits have one afternoon to fill their stadium sign the top recruit on the planet and send their coach out with a bang,romance,action,0.4361145,0.3458398,0.2180457
tt0228525,A Little Bit of Lipstick,a full-figured teen working at a crumbling regional theater discovers that beauty comes in all sizes,romance,horror,0.20940202,0.40706113,0.38353688
tt3783422,The Slashening,best friends lucy eva ashley beth and margot have a sleepover like any other - until murder joins the party a tale of friendship betrayal madness and the search for some decent dick,horror,action,0.4941129,0.26057342,0.24531373
tt3856302,Thane of East County,a backstage romance leads a pair of actors down a dark path as they discover their lives beginning to mirror the story of shakespeare's bloodiest play,horror,romance,0.018717637,0.040599465,0.9406828
tt0258968,Skazki starogo volshebnika,the king and queen of the fairy kingdom have a princess the evil witch who was offended that she was not invited to the princess birthday party cursed her on the day when the princess,romance,horror,0.11272992,0.84649664,0.040773433
tt1486683,Fortified,plot centers on a pair of college-age students fleeing from an unidentified enemy force the duo takes refuge in what appears to be an abandoned building but they quickly discover the building they thought was empty is anything but,action,horror,0.18780679,0.7474604,0.06473276
tt6042468,Hell's Island,a brother and sister are shipwrecked on a deserted island only to find that it's not as deserted as they thought,action,horror,0.17264384,0.44464195,0.38271418
tt0065698,"Engel, die ihre Flügel verbrennen",munich at night: robert susmeit a 16-year-old teenager who is jealously obsessed with his mother hilde traces her and her latest lover at a mundane apartment building where he kills the,romance,horror,0.10854029,0.6008842,0.29057556
tt0075214,Shout at the Devil,during world war i a british aristocrat an american entrepreneur and the latter's attractive young daughter set out to destroy a german battlecruiser which is awaiting repairs in an inlet just off zanzibar,action,romance,0.14111124,0.08962287,0.76926583
tt1010055,Yattâman,a toy shop owner/hero and his assistant/heroine battle a leather-clad vixen and her minions to prevent them from acquiring the pieces of a mystical skull,action,horror,0.39820448,0.5829135,0.018882038
tt1979257,Journey of Echoes,a young prosecutor in search of his twin brother's murderer fall in in love with the prime suspect,action,romance,0.17361677,0.12870455,0.6976787
tt0444781,Deewane Huye Paagal,a man embarks on journey to find his love in dubai only to learn she has different suitors and admirers,action,romance,0.010037461,0.0012529901,0.9887095
tt2613896,Tangled Web of True Love Tales,meet seven ladies who represent the seven deadly sins on their quest for truth they each find undeniable love in unexpected places with starting new chapters before closing previous,romance,horror,0.12766439,0.47020924,0.40212643
tt12735356,Solla Solla Inikkum,sathya (navadeep) son of vijayakumar completes his degree and spends time with friends guru (abhinay) sathyan (sathyan) among others life goes uncomplicated until he meets saara (anjali,romance,action,0.89015985,0.010788278,0.09905191
tt11833800,Circle,a woman reconnects with figures from her past in central park in an attempt to save her granddaughter's life,horror,romance,0.08630554,0.0879853,0.82570916
tt6880058,Rafathar,two men try to kidnap a rich family's baby boy who has a superpower named rafathar,action,romance,0.20352368,0.2921539,0.50432247
tt5555554,Viking Legacy,in ancient times there were seven sacred scrolls believed to grant power and prosperity to those who possessed them prophecy told that a child born in pure royal blood would one day,action,horror,0.05819803,0.93444884,0.0073530977
tt6950200,Ginosaji: The Horribly Slow Murderer with the Extremely Inefficient Weapon,the epic saga of one family's encounter with the most relentless and inefficient murderer of all time based on the celebrated viral short film,horror,action,0.41560578,0.31083,0.27356416
tt1022571,The Haunted Drum,ping a young nobleman has retired from the service of the crown in order to become a musician he becomes a student of master duang a famous musician master duang owns a mysterious drum,horror,romance,0.13528836,0.046889354,0.8178222
tt0067055,Equinox,four friends are attacked by a demon while on a picnic due to possession of a tome of mystic information told in flashbacks by the sole survivor,action,horror,0.037829246,0.9515622,0.010608592
tt0294357,Beyond Borders,the world's cruelty is confronted with the love of two different people who try to save mankind from poverty and war,romance,action,0.5407496,0.015785813,0.44346452
tt0038384,Bringing Up Father,maggie and her snooty society friends fool jiggs and his buddies down at dinty's tavern into not only signing a petition to close the bar but they also trick them into taking the temperaance pledge to forsake all alcohol,action,romance,0.3024775,0.29299125,0.40453127
tt0954967,Rendu,shakti (madhavan) is a young man from a village with no job but much ambition and dreams as he sees his life pass him by stuck in a rut in his hometown he decides that he will try his,action,romance,0.12341689,0.09517229,0.7814109
tt10981056,Ka bor jong ka kyiad,when a drunken father takes no responsibility for his family will his wife and his son live a better life?,action,romance,0.20947933,0.038238678,0.752282
tt0032032,Three Texas Steers,nancy evans clueless circus owner has a ranch that she's never visited but for sentimental reasons won't sell to mike abbott her partners secretly in league with abbott sabotage the,action,romance,0.14257407,0.043745395,0.8136806
tt7900146,Brotherhood Bloodlines: A Hunters' Crossing Story,in this prequel/spin-off of the original hunters' crossing trevor's twin brother ford deals with a heap of trouble when he accidentally unleashes a djinn upon new york city,horror,action,0.7169096,0.091724455,0.19136597
tt3752422,Two Tribes,a disgraced soldier finds herself in charge of a bus-load of misfits flung into a strange world,action,romance,0.33132988,0.28597745,0.38269266
tt0059432,Blue Panther,marie-chantal travels by train to her cousin's place to spend a winter holiday when a stranger - apparently a fugitive from someone aboard - entrusts her with a jewel in the shape of a,action,romance,0.13745438,0.30746052,0.55508506
tt0139338,Hardi Pardaillan!,set against the troubled period of the wars of religion in france at a time when the three henries (henri iii henri de guise and henri de béarn) vied for the the throne these new,romance,action,0.43661523,0.13338289,0.4300019
tt0093516,Meatballs III: Summer Job,the ghost of a dead porn star comes to earth to help a nerd with his sex life,romance,horror,0.02499607,0.8748002,0.10020374
tt0965429,L'imbroglio nel lenzuolo,1905 the cinematograph has reached southern italy and casts fear among the people to whom it seems a devilish trick they call it o 'imbroglie din t'o lenzuolo - the trick in the sheet as white sheets were used for screening,romance,action,0.62628525,0.18493769,0.18877704
tt0088222,Typhoon Club,the movie takes place in the five-day period before during and after a ferocious seemingly liberating typhoon which several students endure while marooned in their school gymnasium,romance,horror,0.24645446,0.53306276,0.2204827
tt0275334,Esok Masih Ada,asp zamri is a successful senior police officer but failed to raise a happy family the death of his son due to leukemia ruined his life his acquaintance with marina the daughter of mr,action,romance,0.2896796,0.07122268,0.63909775
tt1318527,Portrait of an American Family,what happens when the price of happiness becomes too great to pay?,action,romance,0.1372272,0.38887933,0.4738934
tt9029572,Killer Therapy,a mentally unstable young man goes on a mission to hunt down and murder all the therapists he blames for messing up his mind and his life,horror,action,0.5644906,0.26161972,0.1738897
tt1587427,The Cost of Love,this is a highly romantic tale of love and tragedy of suspense and action of hot and steamy activity,romance,action,0.59472764,0.0187297,0.38654262
tt13575952,The Unburied Corpse,a slaughterhouse owner family man and role model for many orphan kids of a small town suddenly dies one of his adoptive sons who lives in another town has to come back home and deal with issues from both the past and the present,horror,action,0.6318987,0.079220675,0.2888806
tt5588786,SheChotic,a prominent video director learns the hard way that some women are best left unscorned after the news of his adulterous affair inadvertently causes his girlfriend's alter ego to reemerge after years of dormancy,horror,romance,0.045981072,0.045004304,0.90901464
tt4018492,Ruben Guthrie,ruben guthrie is the story of one man not only battling the bottle but the city that won't let him put it down,romance,action,0.4870238,0.14900362,0.36397254
tt18335864,Nishwa,nishwa is a bengali feature film in this film content there have full of action full or romantic and full of pain in one word it a bengali thriller film which is the best morality based vie in india,action,romance,0.11024922,0.016011775,0.87373906
tt0079523,Mani di velluto,engineer quiller has become rich by selling his completely indestructible shop-window glass to jeweleries around the world but this got him lots of enemies too: the insurance agencies,romance,action,0.86739016,0.06398885,0.06862099
tt5456862,The Bearded Lady,several years after paralyzing her classmate paige walker carly katz is released from juvenile corrections on her 18th birthday all she ever wanted was to have a normal life but she has,horror,romance,0.2803169,0.25270587,0.46697724
tt22867674,The Wolf,a hunter becomes the prey when asked to track a vicious wolf on an indian reservation,action,horror,0.22329436,0.7489605,0.027745107
tt0040829,The Amazing Mr. X,on the beach one night christine faber two years a widow thinks she hears her late husband paul calling out of the surf; then meets a tall dark man alexis who seems to know all about such things,horror,romance,0.03856909,0.2264292,0.7350017
tt1994530,I Choose Chaos,upon reuniting with his friend gage a disengaged man named owen is set on a deadly path to gain control of his own life can he survive?,horror,action,0.60763276,0.33357352,0.05879367
tt7146028,Maradona,maradona a young man due to some dangerous situations moves out of his hometown and reaches bangalore to stay with his distant relatives however during his stay there his situation worsens further,action,romance,0.23899056,0.04075894,0.72025055
tt9501678,Suparna,story takes place in a rural village in southern part of sri lanka an environmental research facility founded by a foreign company is operating in the village raveen a local youth who,action,romance,0.12258196,0.2451852,0.63223284
tt4171662,Blowback,when a south american photo shoot goes wrong we learn the real price of the american dream,action,horror,0.323743,0.5283004,0.14795668
tt10827306,Ghost Swim,plot kept under surface,horror,action,0.39492327,0.37721747,0.22785923
tt1615917,Zombie Bankers,a quirky black comedy that examines the predatory lending practices of the us banking system,horror,romance,0.057163693,0.11334671,0.8294895
tt3993736,A Matter of Pride,a coming-of-age tale revolving around teenagers in youth group attending the big overnight event at a camp before the summer begins,romance,horror,0.03827608,0.848396,0.11332794
tt0385988,Red Riding Hood,grandma is babysitting her two grandkids the girl wants to go out but grandma asks them to hear a story first the kids accept if they can change aspects of the story such as replacing the wolf with a werewolf is there a catch?,action,horror,0.04854724,0.9193307,0.032122068
tt0235625,Nireekshana,a forest officer sentenced for 20years who loved a tribal girl in forest,romance,action,0.49452367,0.10210986,0.40336648
tt11029976,Inside the Rain,facing expulsion from college over a misunderstanding a bipolar student indulges his misery at a strip club where he befriends a gorgeous intelligent outrageous woman and they hatch a madcap scheme to prove his innocence,romance,action,0.5252001,0.047468778,0.42733115
tt0088117,"Silent Night, Deadly Night",little billy witnesses his parents getting killed by santa after being warned by his senile grandpa that santa punishes those who are naughty now billy is 18 and out of the orphanage and he has just become santa himself,horror,romance,0.20222029,0.16324411,0.6345356
tt0018459,"Swim Girl, Swim",serious university co-ed alice smith is wholly engrossed it would appear in chasing butterflies and rare insects under the guidance of her friend mr spangle ph d though she,romance,horror,0.097640164,0.5032225,0.39913732
tt21222282,The Pediland Murders (The GillyGutz Chronicles pt2),14 year old cynthia guts escape bedlamite prison to return home and purge the town of pediland of its syndicate of pedophiles,horror,action,0.7048429,0.20941596,0.08574114
tt0022355,The Secret Call,city commissioner frank kelly commits suicide after political boss jim blake frames him in blake's own grafting racket kelly's daughter wanda who is in love with blake's son tom vows,romance,action,0.80313563,0.012455221,0.18440913
tt11962012,Araf 4: Meryem,a family brakes up with an accident the desperate husband wants his wife back then makes a deal with djins,horror,romance,0.078086495,0.071366094,0.85054743
tt2027160,Marco Polo Boys,this -mumblecore- feature film was shot in 9 consecutive days in chronological order in the home town of the writer/director (danny legare stafford springs ct it was shot using multiple,romance,action,0.5994496,0.17671138,0.22383904
tt11350068,Nightalk,a police officer goes undercover on a phone sex app to solve a murder,romance,action,0.8490118,0.0752597,0.07572851
tt0024500,Riders of Destiny,bad guy kincaid controls the local water supply and plans to do in the other ranchers government agent saunders shows up undercover to do in kincaid and win the heart of one of his victims fay denton,romance,action,0.9532568,0.009203023,0.03754026
tt0078204,Satyam Shivam Sundaram: Love Sublime,rupa (zeenat aman) grew up being cursed as unlucky in her birth village her mother died during childbirth then a kitchen accident leaves half her face disfigured this is an artistic,romance,horror,0.020624612,0.92890143,0.05047395
tt7556502,A Brixton Tale,wealthy youtuber leah chooses shy youth benji as the subject of her brixton documentary they fall for each other but the desire for edgy footage leads them down a violent path,romance,horror,0.10059665,0.8739047,0.025498588
tt17008378,Hand Twins,years after an irish exit chloe returns to her home town in search of her late father's missing ashes during her search she bumps into an ex-boyfriend who forces her to come to terms with the past that she fought so hard to escape,romance,action,0.50456834,0.23958647,0.25584513
tt0340110,Fat Pizza,the life at a suburban sydney pizzeria,action,romance,0.047802094,0.27325675,0.6789412
tt0388327,Pedro infante vive?,a photojournalist covering a pedro infante commemorative event discovers an uncanny lookalike lurking on the periphery,romance,horror,0.216119,0.7569642,0.026916737
tt3543922,Muñecas Ciegas,5 almas un mismo origen un brutal asesinato sin resolver una deuda de sangre carlos y laura son dos agentes inmobiliarios con terribles y obscuros secretos a punto de cerrar un,horror,action,0.59012586,0.15246134,0.25741285
tt13414690,Kukeri,based on millennia old bulgarian tradition and myth the kukeri are humanity's defenders against vampires and supernatural powers,action,horror,0.23814648,0.7569284,0.004925116
tt10804922,Keagan's Fury,this story is about a young man who is not only dealing with the issues of a growing teenager he is also battling and defending his friends from the local bullies while he is doing this,horror,action,0.5902535,0.10761986,0.30212662
tt0987918,The Irony of Fate 2,the events of the new movie take place 30 years after the original one the stars of this movie are zhenya and galya's son and nadia and ippolit's daughter 2007,romance,action,0.48541546,0.052166693,0.46241787
tt6721704,Sexual Labyrinth,a mysterious woman is in love with a girl who is kidnapped and taken to a prison where she will live an surreal experience through the pleasure a passionate tribute to the cinema of fulci joe d'amato and luigi atomico,horror,romance,0.24747281,0.06549371,0.68703353
tt0118100,Thieves,the fates of four different people - a thief a cop a female professor of philosophy a suicidal girl - unexpectedly collide,romance,action,0.9231331,0.0051732105,0.071693644
tt0028071,River of Unrest,1921: as irish nationalists battle with british forces a young girl is torn between loyalty to her brother unbeknownst to her an ira leader her fiance a police inspector and his comrade and rival in love a british army captain,romance,action,0.6642389,0.017442279,0.31831884
tt2199508,Chameleon,jessica and natasha co-workers at a men's clothing store are getting ready to close when they notice the headline of the daily newspaper; it's another report regarding a string of,horror,romance,0.07420155,0.29346615,0.6323323
tt0124993,The Secret of Bacchus,during the communist era in romania a reporter finds an incredibly well organized network of a local winery the whole movie is a satire of the communist regimes' absurd economical and social rules,action,romance,0.023969658,0.010693127,0.9653373
tt0008355,The Mystery of the Double Cross,as the s s huron returns from her summer trip to europe laden with many passengers a mysterious lady in room 7 is never seen and the whole boat starts to gossip about her in the,action,romance,0.11636403,0.34313053,0.54050547
tt0187503,Srimanthudu,srimanthudu is a 1971 indian telugu film directed by k pratyagatma and produced by g radhakrishna murthy the film stars akkineni nageswara rao and jamuna in lead roles the music of the film was composed by t chalapathi rao,romance,action,0.6647725,0.054754805,0.28047273
tt0173700,Bryunetka za 30 kopeek,in the fictional provincial town of valuisk the mayor is worried about the state of the economy to save the city budget he is ready to take a decisive step - to open a brothel in the,romance,action,0.65021133,0.13587222,0.21391639
tt4596602,Caterkillars,forty years after three mile island the site of the infamous fast breeder reactor is now an exclusive and thriving holiday resort but has its nuclear legacy really been laid to rest?,horror,action,0.64361435,0.16749847,0.18888718
tt26767368,Yaaluwoda? Yaaluida?,best friends steffi and mithun hatch a crazy plan to get a special dress designed by design student/vlogger steffi to be worn by her celebrity idol minella will the thrills and spills,romance,horror,0.2634487,0.61717576,0.11937555
tt1909726,Agir Abi,efe and yigit are two young people who have been budding for many years they take care of the mafia lines they are supposed to be and put on the head to be agir abi when they consider,action,romance,0.2922094,0.109968625,0.597822
tt0020454,Stolen Kisses,a crotchety old coot wants his son and daughter-in-law to have kids so he can have grandchildren but so far they haven't done so in a somewhat ham-handed attempt to bring them closer,romance,action,0.5187955,0.07938524,0.40181923
tt0032584,Heroes of the Saddle,montana bill bell a friend of the three mesquiteers stony brooke rusty joslin and rico renaldo is killed in a rodeo accident and the trio reluctantly places his young daughter peggy in,action,romance,0.1366605,0.08084201,0.7824974
tt0020896,For the Defense,william powell plays william foster a slick attorney who stays within the law but specializes in representing crooks and shady characters he's adept at keeping them out of jail winning,romance,action,0.5521971,0.033883408,0.41391948
tt2488220,Eden Lodge,a young family are stranded at the eden lodge the people they meet are being killed one by one they must fight to save their marriage their family and most of all their lives,horror,action,0.4134454,0.3353402,0.2512144
tt6077632,Pure,an eccentric young boy befriends a dying young girl and vows to provide her with blood of a rare type in order to save her life,horror,romance,0.2048522,0.320137,0.47501078
tt4302144,Ranthambore,ranthambore- where tigers roam free,horror,action,0.6370337,0.15175231,0.211214
tt8667404,The Chronology of Water,in this adaptation of an author's memoir the author focuses on her bisexuality her addiction issues and her involvement with the boycott divestment and sanctions movement opposing israeli oppression of palestine,romance,action,0.5145804,0.011724235,0.47369537
tt10572396,A Wicked Tale,plot kept under wraps,horror,action,0.4972535,0.35941547,0.14333098
tt2317177,The Down Home Alien Blues,jorie mikkalah the beautiful alien commander and her strike force are sent to protect earth from destruction by extraterrestrial devastators when she is stranded and alone she joins,romance,action,0.9130076,0.01732037,0.06967193
tt0204635,Lza ksiecia ciemnosci,tallinn estonia days before outbreak of world war ii hotel detective and polish writer team up to find tear of the prince of darkness a legendary ring which can bring satan's rule over the world,horror,action,0.7973048,0.091113195,0.111582
tt2041331,SX_Tape,jill's an artist adam's a filmmaker and their love life is off the chain there's no experience too wild no dare too dangerous -- not even when jill lets adam strap her to a gurney in,horror,romance,0.07489473,0.12946026,0.795645
tt10944486,Chick Fight,when anna wyncomb is introduced to an underground all-female fight club in order to turn the mess of her life around she discovers she is much more personally connected to the history of the club than she could ever imagine,action,romance,0.43122652,0.13398015,0.43479335
tt22801786,Bride of the Head of the Family,following the events of the original film the head of the family himself myron stackpool attempts to rebuild his empire from the ashes of destruction but finding his lost fortune and,horror,action,0.88493633,0.01817067,0.096893005
tt4992190,Chatham House Rules,when a meeting is held under the chatham house rule participants are free to use the information received but neither the identity of the speaker or any other participant may be revealed break this rule at your peril,action,horror,0.23392363,0.6517267,0.11434961
tt0036902,Heavenly Days,fibber mcgee and molly innocently get mixed up with the federal government,romance,action,0.90546423,0.028615644,0.06592008
tt0368975,Sleepover,desperate to improve their social status four best friends enter into an all-night scavenger hunt against the popular clique in their school,romance,horror,0.078915305,0.85259944,0.06848533
tt0028891,Forty Naughty Girls,while oscar and hildegarde are attending a broadway show a press agent is shot in an actress' dressing room and an actor is murdered onstage in full view of the audience oscar and hildegarde are on the case,action,romance,0.16256875,0.2897496,0.5476817
tt0135164,Black Light,sharon avery is a blind woman who is having visions of murder she sees children being killed and the face of a serial killer everyone around her including the police are skeptical with,romance,horror,0.1094699,0.8545296,0.0360005
tt0086574,The Weird Man,taoist priest yu ji (cheng tien-chi) is a victim of magistrate xu gong's (wong lik) desire to kill general sun ce (chiu gwok) in a grab for power gong's plans go awry as yu ji's spirit seeks revenge after being publicly executed,action,horror,0.32936642,0.66208106,0.008552494
tt15949602,Super Boy,the story revolves around a man who possesses the superpower of visualizing events before they happened thereby making him conquer them from within,action,horror,0.4104948,0.5072629,0.08224237
tt7578274,Third Option,a woman with no identity outside of those she is forced to kill seeks freedom from her demented captor and from her own demons,action,horror,0.05856076,0.9364853,0.004953943
tt13334698,Roller Squad,a group of roller skater friends join their forces to catch a serial killer who is too fast for the police,action,horror,0.32372636,0.640819,0.035454683
tt0228419,Wife to Be Sacrificed,a woman must endure an extreme ritual when her ex-husband who has recently escaped from jail kidnaps her,romance,horror,0.08321401,0.89486945,0.021916514
tt0259452,Nadodi Mannan,a wanderer/revolutionary is a dead ringer for a monarch and takes his place,action,romance,0.1933229,0.1529181,0.6537589
tt0060701,The Diabolical Dr. Z,woman seeks to avenge her father's death by using a local dancer with long poisonous fingernails to do her bidding,horror,action,0.5218721,0.19560929,0.28251857
tt1854567,Radio London,can tariq solomon an innocent man accused of a heinous crime ever return back to society? what are the secrets that bind him to the refugee girl and the street preacher he encounters under the shadow of intense media scrutiny?,horror,action,0.41470036,0.31976658,0.26553303
tt0436261,El Matadero,in the late 1950's the us department of defense used the drainage tunnels underneath los angeles to secretly transport nuclear weapons to their cold war storage facilities in the hills,horror,action,0.8223195,0.15333045,0.02435013
tt11117398,Nazar Kay Samnay,nazar ke samnay is the story of saleem a young mechanic living in the neighborhood of burns road he has had a massive crush on hanna since forever - forever being when she moved to the,action,romance,0.087248474,0.0727355,0.840016
tt2298808,Bitag,the road one takes is indeed littered with booby traps,action,horror,0.33333418,0.62037027,0.046295572
tt1390411,In the Heart of the Sea,a recounting of a new england whaling ship's sinking by a giant whale in 1820 an experience that later inspired the great novel moby-dick,action,horror,0.07346774,0.55454487,0.37198737
tt0030365,Life Goes On,the husband of sally weston dies and she decides to move to new york city where she feels her two young sons bob and henry can get a better education bob grows up to be a brilliant,action,romance,0.09488579,0.12994887,0.7751653
tt7019516,Blue Call,haylee a local emt suffering from ptsd spends her days making split second decisions with lives that hang in the balance one night on a routine call she is faced with a moral decision,horror,romance,0.078051545,0.22946809,0.6924804
tt1290099,Ninjas vs. Zombies,seven friends struggling with late 20s early 30's life find themselves in terrifying danger when a long-dead loved one is magically resurrected and starts devouring souls to make,action,horror,0.07798003,0.8997321,0.022287851
tt5463114,King of Newark,malcolm graves past comes back to haunt him as he faces the consequences of his right and wrong decisions on trust loyalty lies and the violence he created in this riveting sequel to living with no regrets (2013),action,horror,0.4060841,0.54099995,0.052915886
tt0449630,Pacchigi!,kyoto 1968 several high school students deal with their life as korean-japanese trying to earn each other's love and respect but the times are not kind to them,action,romance,0.06610738,0.014132439,0.91976017
tt13222038,Kitty,when a robotic toy kitty breaks the law of sentient secrecy to help her girl thwart her parent's divorce it becomes the unlikely champion of an ai revolution to understand love,romance,action,0.7468189,0.00911098,0.24407016
tt2734806,Ethereal Everlasting,a man discovers the meaning of life in his final moments before death,romance,action,0.406591,0.34630832,0.24710074
tt0210843,"The Same Love, the Same Rain",the fascinating love story between jorge and laura from 1980 to 1999 within a context in which argentine politics and history transits between the dictatorship the falklands war and the nascent democracy,romance,action,0.4990286,0.025359817,0.4756116
tt2860592,Impossible Choice,for the minister's son brandon this is a summer of awakening and acceptance of his homosexuality for his father this is a challenge to his roots in the bible,romance,action,0.5106144,0.13527457,0.35411105
tt1935090,Final Hours,secretly being drugged tyler can't remember the disappearance of his pregnant wife dawn,action,horror,0.021878036,0.971566,0.0065559563
tt0093640,No Way Out,a coverup and witchhunt occur after a politician accidentally kills his mistress,action,romance,0.047689587,0.20191306,0.75039744
tt0074351,Couleur chair,anna is a coach and a stripper at night,romance,horror,0.05312288,0.77550566,0.17137146
tt0045883,Hondo,army dispatch rider hondo lane discovers a woman and young son living in the midst of warring apaches and becomes their protector,romance,action,0.8626642,0.03506445,0.1022714
tt1527202,Shams elzanaty,during ww2 an oasis village is being under attacked every now and then by a group of robbers led by a marshal the village's old man sheikh othman travels to cairo egypt to buy weapons,action,romance,0.32995433,0.049348403,0.62069726
tt0126265,The Dixie Flyer,the railroad is building a new line but the workers are unhappy because one of the board members hoping to oust the man in charge of the project (rapley) has a saboteur on site rapley's,action,romance,0.10007288,0.104131006,0.79579604
tt1708453,Aakrosh,the central bureau of investigation deputes two officers to investigate the disappearance of three medical students which they believe to be an incident of 'honour killing' in a small closed community,action,horror,0.27224788,0.50987244,0.21787967
tt0376076,Pithamagan,chittan a social outcast has grown up in a cemetery a drug dealer finds him a job in a cannabis farm in prison he meets a conman shakti this friendship transforms him from his stony existence,action,horror,0.1768326,0.69940746,0.12375985
tt0064188,Crescendo,a young american woman susan roberts goes to the south of france to do her thesis research on a recently deceased composer staying with his eccentric relatives,horror,romance,0.030506015,0.18682553,0.7826685
tt0035104,My Heart Belongs to Daddy,a distinguished professor finds his well-ordered life topsy-turvy after he is forced to take in a pregnant widow,romance,action,0.7375657,0.031080615,0.2313538
